id,account,active,booked,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,active_to_booked,days
mup99g4ttg,2014-05-21,2014-05-21,2014-05-25,FEMALE,36.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
1rtctjq4mb,2014-05-21,2014-05-21,2014-05-25,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
2xoe6syt7h,2014-05-21,2014-05-21,2014-05-22,FEMALE,28.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,IE,ES,1 days 00:00:00.000000000,1.0
j710v4esqo,2014-05-21,2014-05-21,2014-05-21,MALE,30.0,facebook,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,0 days 00:00:00.000000000,0.0
22o00tzrv6,2014-05-21,2014-05-21,2014-06-29,FEMALE,29.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,39 days 00:00:00.000000000,39.0
hgox3oqmxb,2014-05-21,2014-05-21,2014-05-21,FEMALE,33.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NL,0 days 00:00:00.000000000,0.0
5f21ksfpn9,2014-05-21,2014-05-21,2014-05-21,FEMALE,30.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,other,0 days 00:00:00.000000000,0.0
saofxy5t1f,2014-05-21,2014-05-21,2014-05-22,MALE,25.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
mlwn3x2lhg,2014-05-21,2014-05-21,2014-05-21,MALE,29.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
2fquysja9w,2014-05-21,2014-05-21,2014-05-21,FEMALE,28.0,facebook,0,en,sem-brand,bing,omg,Web,Windows Desktop,IE,US,0 days 00:00:00.000000000,0.0
h83001ypea,2014-05-21,2014-05-21,2014-05-21,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,IT,0 days 00:00:00.000000000,0.0
03p56fu0af,2014-05-21,2014-05-21,2014-05-22,FEMALE,36.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,ES,1 days 00:00:00.000000000,1.0
0ga6e0f8o2,2014-05-21,2014-05-21,2014-05-21,FEMALE,55.0,basic,0,en,sem-brand,bing,omg,Web,Android Tablet,IE,US,0 days 00:00:00.000000000,0.0
rxp92jcl01,2014-05-21,2014-05-21,2014-05-24,MALE,34.0,facebook,0,en,sem-non-brand,google,omg,Web,Android Tablet,IE,US,3 days 00:00:00.000000000,3.0
t3omy70wz3,2014-05-21,2014-05-21,2014-05-27,MALE,52.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,other,6 days 00:00:00.000000000,6.0
p7evncrcs2,2014-05-21,2014-05-21,2014-05-21,FEMALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
nh94c21es6,2014-05-21,2014-05-21,2014-05-21,FEMALE,50.0,basic,0,en,sem-non-brand,google,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
6237f56kgf,2014-05-21,2014-05-21,2014-05-21,MALE,44.0,basic,24,en,direct,direct,linked,Moweb,Android Phone,Android Browser,US,0 days 00:00:00.000000000,0.0
zklz7b53si,2014-05-21,2014-05-21,2014-05-21,FEMALE,38.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
3heokb4niq,2014-05-21,2014-05-21,2014-05-21,FEMALE,25.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,GB,0 days 00:00:00.000000000,0.0
6v6riq61me,2014-05-21,2014-05-21,2014-06-09,MALE,26.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,19 days 00:00:00.000000000,19.0
ueivw9la30,2014-05-21,2014-05-21,2014-05-21,FEMALE,48.0,basic,0,en,sem-brand,google,tracked-other,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
b9ooth37y8,2014-05-21,2014-05-21,2014-05-21,MALE,47.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
67ba8hsw2x,2014-05-21,2014-05-21,2014-05-22,MALE,44.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT,1 days 00:00:00.000000000,1.0
y85kh0y01v,2014-05-21,2014-05-21,2014-05-21,MALE,33.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
y88uqvliw2,2014-05-21,2014-05-21,2014-05-21,MALE,33.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
labgdgn3s3,2014-05-21,2014-05-21,2014-05-22,FEMALE,58.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,other,1 days 00:00:00.000000000,1.0
pxkpznlwaf,2014-05-21,2014-05-21,2014-05-22,MALE,20.0,facebook,0,fr,direct,direct,linked,Web,Windows Desktop,Chrome,ES,1 days 00:00:00.000000000,1.0
7wwnloq49o,2014-05-21,2014-05-21,2014-05-24,FEMALE,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,3 days 00:00:00.000000000,3.0
4jcts61xtl,2014-05-21,2014-05-21,2014-05-22,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,FR,1 days 00:00:00.000000000,1.0
1vjem96iyb,2014-05-21,2014-05-21,2014-05-23,MALE,29.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
pioavgbtnt,2014-05-21,2014-05-21,2014-05-22,FEMALE,28.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
cllou46wki,2014-05-21,2014-05-21,2014-05-22,FEMALE,56.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,1 days 00:00:00.000000000,1.0
68abx70ajq,2014-05-21,2014-05-21,2014-05-22,FEMALE,42.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
ng8lq6bjfn,2014-05-21,2014-05-21,2014-05-24,MALE,31.0,basic,0,en,direct,direct,omg,Web,iPad,Mobile Safari,US,3 days 00:00:00.000000000,3.0
0hjgwawx6v,2014-05-21,2014-05-21,2014-05-22,FEMALE,23.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,GB,1 days 00:00:00.000000000,1.0
zfnvdu9lrl,2014-05-21,2014-05-21,2014-05-26,FEMALE,59.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,FR,5 days 00:00:00.000000000,5.0
6nta6md3gh,2014-05-21,2014-05-21,2014-05-22,FEMALE,28.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
tb0lzezwsz,2014-05-21,2014-05-21,2014-05-22,MALE,42.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,1 days 00:00:00.000000000,1.0
3pzyju1ms4,2014-05-22,2014-05-22,2014-06-12,MALE,29.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,other,21 days 00:00:00.000000000,21.0
4hvvew783o,2014-05-22,2014-05-22,2014-05-23,FEMALE,18.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,CA,1 days 00:00:00.000000000,1.0
d6tgtceyh4,2014-05-22,2014-05-22,2014-05-23,MALE,40.0,facebook,0,en,sem-non-brand,bing,omg,Web,Windows Desktop,Chrome,FR,1 days 00:00:00.000000000,1.0
w54pbha8qm,2014-05-22,2014-05-22,2014-05-25,MALE,28.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,GB,3 days 00:00:00.000000000,3.0
0sc0ssd6fc,2014-05-22,2014-05-22,2014-05-22,MALE,32.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
6c8og447a3,2014-05-22,2014-05-22,2014-05-22,MALE,38.0,facebook,0,en,direct,direct,omg,Web,Windows Desktop,Firefox,other,0 days 00:00:00.000000000,0.0
tok0px6tci,2014-05-22,2014-05-22,2014-06-19,MALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,28 days 00:00:00.000000000,28.0
d6pobprs7n,2014-05-22,2014-05-22,2014-05-25,FEMALE,21.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,other,3 days 00:00:00.000000000,3.0
8i9lsrvwd0,2014-05-22,2014-05-22,2014-05-22,MALE,36.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
tjevwy4se6,2014-05-22,2014-05-22,2014-05-28,FEMALE,70.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,6 days 00:00:00.000000000,6.0
j93dw7iqhl,2014-05-22,2014-05-22,2014-05-25,MALE,35.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,3 days 00:00:00.000000000,3.0
u5sxtkno58,2014-05-22,2014-05-22,2014-05-22,FEMALE,56.0,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US,0 days 00:00:00.000000000,0.0
jobbafkp6d,2014-05-22,2014-05-22,2014-05-22,MALE,30.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,NL,0 days 00:00:00.000000000,0.0
r3boo4g2jv,2014-05-22,2014-05-22,2014-05-29,MALE,30.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,IE,other,7 days 00:00:00.000000000,7.0
8k5jphpmov,2014-05-22,2014-05-22,2014-05-22,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
trw6l7ik9p,2014-05-22,2014-05-22,2014-06-13,FEMALE,22.0,facebook,0,en,content,google,omg,Web,Mac Desktop,Chrome,FR,22 days 00:00:00.000000000,22.0
bze5osd5ma,2014-05-22,2014-05-22,2014-05-22,MALE,59.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
ppfqc9rhd3,2014-05-22,2014-05-22,2014-05-25,FEMALE,26.0,basic,24,en,direct,direct,linked,Moweb,iPhone,Mobile Safari,US,3 days 00:00:00.000000000,3.0
hb5mbb4en6,2014-05-22,2014-05-22,2014-05-22,FEMALE,37.0,basic,8,en,sem-brand,google,omg,Web,iPad,Mobile Safari,other,0 days 00:00:00.000000000,0.0
96h34p5cip,2014-05-22,2014-05-22,2014-06-06,MALE,38.0,facebook,0,en,remarketing,google,omg,Web,Mac Desktop,Firefox,US,15 days 00:00:00.000000000,15.0
fziv6unxy1,2014-05-22,2014-05-22,2014-05-23,MALE,51.0,basic,0,en,direct,direct,tracked-other,Web,Windows Desktop,IE,US,1 days 00:00:00.000000000,1.0
jo8s5runhm,2014-05-22,2014-05-22,2014-06-09,MALE,21.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,18 days 00:00:00.000000000,18.0
htic4ld7en,2014-05-22,2014-05-22,2014-05-24,MALE,50.0,basic,0,en,sem-non-brand,bing,omg,Web,Mac Desktop,Safari,CA,2 days 00:00:00.000000000,2.0
ym4cw9h2ol,2014-05-22,2014-05-22,2014-06-26,FEMALE,22.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,35 days 00:00:00.000000000,35.0
qqer26o1o4,2014-05-22,2014-05-22,2014-05-22,MALE,28.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
gmw7emm39e,2014-05-22,2014-05-22,2014-05-22,FEMALE,27.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
65xsic9478,2014-05-22,2014-05-22,2014-05-23,FEMALE,42.0,basic,0,de,direct,direct,linked,Web,Mac Desktop,Safari,DE,1 days 00:00:00.000000000,1.0
82gpmugvrd,2014-05-22,2014-05-22,2014-05-22,MALE,33.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
wcqm2qil1o,2014-05-22,2014-05-22,2014-05-22,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,IT,0 days 00:00:00.000000000,0.0
ell6iwgl8c,2014-05-22,2014-05-22,2014-06-03,FEMALE,23.0,basic,0,en,remarketing,google,linked,Web,Mac Desktop,Chrome,US,12 days 00:00:00.000000000,12.0
9lriwodssd,2014-05-22,2014-05-22,2014-06-16,FEMALE,23.0,basic,24,en,direct,direct,linked,Moweb,iPhone,Mobile Safari,US,25 days 00:00:00.000000000,25.0
c0q9o3qxyn,2014-05-22,2014-05-22,2014-05-30,MALE,38.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,NL,8 days 00:00:00.000000000,8.0
1s4no5o7tj,2014-05-22,2014-05-22,2014-05-22,MALE,39.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
gg8a6t0ucj,2014-05-22,2014-05-22,2014-05-30,FEMALE,50.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,8 days 00:00:00.000000000,8.0
kfx2xsc47b,2014-05-22,2014-05-22,2014-05-22,MALE,28.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US,0 days 00:00:00.000000000,0.0
7dmaecubfs,2014-05-22,2014-05-22,2014-05-23,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
os66tbvr5u,2014-05-22,2014-05-22,2014-05-22,FEMALE,70.0,basic,0,en,other,email-marketing,omg,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
pyaditos7u,2014-05-22,2014-05-22,2014-05-24,FEMALE,35.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,FR,2 days 00:00:00.000000000,2.0
ubbk650xav,2014-05-22,2014-05-22,2014-05-22,MALE,36.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
53i6i66m9l,2014-05-22,2014-05-22,2014-05-23,MALE,19.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,FR,1 days 00:00:00.000000000,1.0
imzieepzn5,2014-05-22,2014-05-22,2014-05-24,FEMALE,36.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
tnst0pjy4r,2014-05-22,2014-05-22,2014-06-12,FEMALE,54.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,other,21 days 00:00:00.000000000,21.0
s0efa3y2h8,2014-05-22,2014-05-22,2014-05-23,MALE,70.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
cej3xdac00,2014-05-22,2014-05-22,2014-05-25,FEMALE,68.0,basic,0,en,other,email-marketing,marketing,Web,Windows Desktop,IE,other,3 days 00:00:00.000000000,3.0
gzvoprmwj2,2014-05-22,2014-05-22,2014-05-22,MALE,28.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
vplk17bb54,2014-05-22,2014-05-22,2014-05-23,FEMALE,34.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
b5yg6n2w1x,2014-05-22,2014-05-22,2014-05-22,FEMALE,24.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,FR,0 days 00:00:00.000000000,0.0
lgbnpg3l5b,2014-05-22,2014-05-22,2014-05-22,FEMALE,25.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
wcqih3pq6g,2014-05-22,2014-05-22,2014-05-22,FEMALE,25.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
y678txx67w,2014-05-22,2014-05-22,2014-05-22,MALE,80.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
jeu63j0xy7,2014-05-22,2014-05-22,2014-05-22,MALE,69.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
5exp80ach9,2014-05-22,2014-05-22,2014-05-30,MALE,26.0,facebook,0,en,sem-brand,google,linked,Web,Windows Desktop,Chrome,other,8 days 00:00:00.000000000,8.0
m01vjebyg0,2014-05-22,2014-05-22,2014-05-24,FEMALE,68.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,ES,2 days 00:00:00.000000000,2.0
zfs0mzdchz,2014-05-22,2014-05-22,2014-05-24,FEMALE,32.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,2 days 00:00:00.000000000,2.0
fdawaempyw,2014-05-22,2014-05-22,2014-05-29,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,GB,7 days 00:00:00.000000000,7.0
33mom2xtd4,2014-05-22,2014-05-22,2014-05-26,FEMALE,19.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,IE,US,4 days 00:00:00.000000000,4.0
f5oiigbjuj,2014-05-22,2014-05-22,2014-05-25,MALE,22.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US,3 days 00:00:00.000000000,3.0
igpn1digid,2014-05-22,2014-05-22,2014-06-03,MALE,50.0,basic,0,en,sem-brand,google,omg,Web,Android Tablet,IE,other,12 days 00:00:00.000000000,12.0
bqtyyqo6pr,2014-05-22,2014-05-22,2014-05-23,MALE,33.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
olngogo6od,2014-05-22,2014-05-22,2014-06-10,MALE,38.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US,19 days 00:00:00.000000000,19.0
md5q9tihop,2014-05-22,2014-05-22,2014-05-26,MALE,39.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,4 days 00:00:00.000000000,4.0
pz2gxgd7z9,2014-05-22,2014-05-22,2014-05-23,FEMALE,33.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
pgjpkl2fdm,2014-05-22,2014-05-22,2014-06-19,FEMALE,38.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US,28 days 00:00:00.000000000,28.0
ou09tqbm83,2014-05-22,2014-05-22,2014-05-23,FEMALE,23.0,facebook,0,zh,sem-brand,google,omg,Web,Mac Desktop,Safari,US,1 days 00:00:00.000000000,1.0
z1n75k2fj8,2014-05-22,2014-05-22,2014-05-25,MALE,30.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,3 days 00:00:00.000000000,3.0
ezxhjvm9gy,2014-05-23,2014-05-23,2014-05-23,FEMALE,35.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
6t23e9b0ig,2014-05-23,2014-05-23,2014-05-23,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US,0 days 00:00:00.000000000,0.0
2ycmo9hox0,2014-05-23,2014-05-23,2014-05-23,MALE,41.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
iajp2k6mw3,2014-05-23,2014-05-23,2014-05-28,MALE,29.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US,5 days 00:00:00.000000000,5.0
jvm64mkbob,2014-05-23,2014-05-23,2014-05-24,FEMALE,52.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,US,1 days 00:00:00.000000000,1.0
vh3sx7ou72,2014-05-23,2014-05-23,2014-05-23,FEMALE,29.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,CA,0 days 00:00:00.000000000,0.0
u2jbi3dqyq,2014-05-23,2014-05-23,2014-05-23,FEMALE,57.0,basic,0,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,US,0 days 00:00:00.000000000,0.0
wirmk71jxy,2014-05-23,2014-05-23,2014-05-23,FEMALE,25.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Opera,US,0 days 00:00:00.000000000,0.0
dub6bpr17w,2014-05-23,2014-05-23,2014-05-23,FEMALE,44.0,basic,0,en,sem-brand,google,omg,Web,Desktop (Other),Silk,US,0 days 00:00:00.000000000,0.0
7ou5t8w2co,2014-05-23,2014-05-23,2014-05-30,FEMALE,27.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,FR,7 days 00:00:00.000000000,7.0
mk7fx8rqmb,2014-05-23,2014-05-23,2014-05-23,FEMALE,37.0,basic,24,en,direct,direct,linked,Moweb,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
l6ji48asxc,2014-05-23,2014-05-23,2014-05-23,FEMALE,36.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
tssigb06g1,2014-05-23,2014-05-23,2014-05-25,FEMALE,57.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,FR,2 days 00:00:00.000000000,2.0
fbb9xhh5c4,2014-05-23,2014-05-23,2014-06-20,FEMALE,31.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US,28 days 00:00:00.000000000,28.0
ro7kzg36ta,2014-05-23,2014-05-23,2014-05-24,MALE,34.0,basic,25,en,direct,direct,product,iOS,iPhone,Mobile Safari,US,1 days 00:00:00.000000000,1.0
o0trt2fy88,2014-05-23,2014-05-23,2014-05-23,MALE,22.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
jf527ph4i5,2014-05-23,2014-05-23,2014-05-23,MALE,60.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,ES,0 days 00:00:00.000000000,0.0
ac7djkmd0a,2014-05-23,2014-05-23,2014-05-23,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,other,0 days 00:00:00.000000000,0.0
uaqo7ddfyv,2014-05-23,2014-05-23,2014-05-24,FEMALE,29.0,facebook,0,en,direct,direct,tracked-other,Web,iPhone,Mobile Safari,US,1 days 00:00:00.000000000,1.0
1b3ekljlvo,2014-05-23,2014-05-23,2014-05-27,MALE,27.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
7tird08o1d,2014-05-23,2014-05-23,2014-06-08,MALE,23.0,facebook,0,en,seo,facebook,linked,Web,iPad,Mobile Safari,US,16 days 00:00:00.000000000,16.0
8q31cr3pp0,2014-05-23,2014-05-23,2014-05-30,MALE,41.0,facebook,0,en,seo,google,omg,Web,iPad,Mobile Safari,other,7 days 00:00:00.000000000,7.0
nrdol0psi5,2014-05-23,2014-05-23,2014-05-23,FEMALE,28.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other,0 days 00:00:00.000000000,0.0
pisgctten1,2014-05-23,2014-05-23,2014-05-23,MALE,28.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
ubo6zerf2f,2014-05-23,2014-05-23,2014-05-27,FEMALE,35.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,4 days 00:00:00.000000000,4.0
66rq0lb2g0,2014-05-23,2014-05-23,2014-05-24,MALE,72.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,FR,1 days 00:00:00.000000000,1.0
yxmwrq5gkk,2014-05-23,2014-05-23,2014-05-23,FEMALE,31.0,basic,0,fr,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
ozhc6d6meu,2014-05-23,2014-05-23,2014-05-27,MALE,49.0,basic,0,ru,sem-non-brand,google,omg,Web,Mac Desktop,Safari,CA,4 days 00:00:00.000000000,4.0
w6nyzssg6l,2014-05-23,2014-05-23,2014-05-28,FEMALE,68.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,5 days 00:00:00.000000000,5.0
1jcs8mm90b,2014-05-23,2014-05-23,2014-05-23,FEMALE,42.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
hht7i1a8zv,2014-05-23,2014-05-23,2014-05-23,MALE,32.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,0 days 00:00:00.000000000,0.0
qi3c205i5u,2014-05-23,2014-05-23,2014-05-24,FEMALE,35.0,basic,25,en,direct,direct,tracked-other,iOS,iPhone,Mobile Safari,US,1 days 00:00:00.000000000,1.0
zczi05g462,2014-05-23,2014-05-23,2014-05-23,MALE,24.0,basic,0,en,direct,direct,linked,Web,Desktop (Other),Chrome,US,0 days 00:00:00.000000000,0.0
74pa5la9jd,2014-05-23,2014-05-23,2014-06-06,MALE,48.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US,14 days 00:00:00.000000000,14.0
6aznhgwcic,2014-05-23,2014-05-23,2014-06-19,FEMALE,29.0,basic,0,en,sem-non-brand,bing,omg,Web,Mac Desktop,Safari,ES,27 days 00:00:00.000000000,27.0
klm8lyi0e1,2014-05-23,2014-05-23,2014-05-25,MALE,19.0,basic,0,en,other,email-marketing,linked,Web,Mac Desktop,Safari,other,2 days 00:00:00.000000000,2.0
gkaj8ztjn7,2014-05-23,2014-05-23,2014-05-24,MALE,31.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,GB,1 days 00:00:00.000000000,1.0
czbkh59sk6,2014-05-23,2014-05-23,2014-05-23,FEMALE,45.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
dk9pfe9889,2014-05-23,2014-05-23,2014-05-24,FEMALE,51.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,FR,1 days 00:00:00.000000000,1.0
lnsgiq1uae,2014-05-23,2014-05-23,2014-05-23,FEMALE,27.0,basic,0,zh,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,0 days 00:00:00.000000000,0.0
oszggt5t5a,2014-05-23,2014-05-23,2014-05-26,FEMALE,30.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US,3 days 00:00:00.000000000,3.0
w8g6kg2apu,2014-05-23,2014-05-23,2014-05-25,MALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
an6oylx816,2014-05-23,2014-05-23,2014-05-25,MALE,27.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US,2 days 00:00:00.000000000,2.0
dnihxsy3dd,2014-05-23,2014-05-23,2014-05-24,FEMALE,60.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
wanvoy86nn,2014-05-23,2014-05-23,2014-05-24,MALE,27.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US,1 days 00:00:00.000000000,1.0
