id,account,active,booked,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
z9pptpcxaw,2014-03-16:00:00:00,2014-03-16:23:49:16,2014-06-02:00:00:00,FEMALE,52.0,facebook,0,en,content,google,linked,Web,Mac Desktop,Safari,US
19qh0ydfgo,2014-03-17:00:00:00,2014-03-17:00:58:11,2014-03-17:00:00:00,FEMALE,28.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
ue4ldwi9yx,2014-03-17:00:00:00,2014-03-17:01:34:59,2014-03-18:00:00:00,FEMALE,28.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
qawleudhpa,2014-03-17:00:00:00,2014-03-17:01:55:06,2014-05-03:00:00:00,FEMALE,26.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
67zy9sv578,2014-03-17:00:00:00,2014-03-17:02:11:40,2014-03-17:00:00:00,MALE,48.0,facebook,0,it,sem-brand,google,omg,Web,Mac Desktop,Safari,other
s6lxm47x9c,2014-03-17:00:00:00,2014-03-17:02:27:50,2014-03-18:00:00:00,FEMALE,22.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,ES
bym3t221h9,2014-03-17:00:00:00,2014-03-17:03:36:45,2014-03-18:00:00:00,FEMALE,61.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,other
aa5c08629f,2014-03-17:00:00:00,2014-03-17:03:39:01,2014-03-23:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
65nr19gnv1,2014-03-17:00:00:00,2014-03-17:04:18:15,2014-03-17:00:00:00,FEMALE,37.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,GB
4cye0tu8tm,2014-03-17:00:00:00,2014-03-17:05:05:19,2014-03-19:00:00:00,FEMALE,30.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
zwy5am9d0u,2014-03-17:00:00:00,2014-03-17:05:21:20,2014-03-17:00:00:00,MALE,26.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,other
c03miqcm1s,2014-03-17:00:00:00,2014-03-17:05:39:19,2014-03-18:00:00:00,MALE,44.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US
i5stxapbrj,2014-03-17:00:00:00,2014-03-17:05:42:47,2014-03-18:00:00:00,MALE,37.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,GB
812cwq11ug,2014-03-17:00:00:00,2014-03-17:06:10:03,2014-06-24:00:00:00,MALE,43.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,US
ixfs5596ml,2014-03-17:00:00:00,2014-03-17:06:38:46,2014-03-26:00:00:00,MALE,25.0,basic,0,en,direct,direct,product,Web,Mac Desktop,Chrome,US
hxyorr6xcy,2014-03-17:00:00:00,2014-03-17:06:49:41,2014-04-03:00:00:00,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
n9rkd0gsh3,2014-03-17:00:00:00,2014-03-17:08:09:35,2014-03-20:00:00:00,FEMALE,46.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
du00224wx6,2014-03-17:00:00:00,2014-03-17:10:33:51,2014-03-17:00:00:00,MALE,23.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
7tdpkisxt2,2014-03-17:00:00:00,2014-03-17:13:22:17,2014-04-01:00:00:00,FEMALE,56.0,basic,0,en,remarketing,google,linked,Web,Mac Desktop,Safari,FR
yjoaiwfpf4,2014-03-17:00:00:00,2014-03-17:14:45:38,2014-03-17:00:00:00,FEMALE,64.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
g2r44mxoc3,2014-03-17:00:00:00,2014-03-17:16:11:42,2014-03-17:00:00:00,FEMALE,25.0,basic,0,it,sem-brand,google,linked,Web,Mac Desktop,Safari,IT
dh3ylywe8k,2014-03-17:00:00:00,2014-03-17:16:57:45,2014-06-27:00:00:00,FEMALE,26.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,US
wyvgihl6wn,2014-03-17:00:00:00,2014-03-17:17:05:09,2014-05-02:00:00:00,MALE,35.0,facebook,12,en,api,other,omg,Moweb,Mac Desktop,Chrome,US
oth4t21x1f,2014-03-17:00:00:00,2014-03-17:17:12:12,2014-05-14:00:00:00,MALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
nxcdrnn1ge,2014-03-17:00:00:00,2014-03-17:17:27:39,2014-05-31:00:00:00,MALE,24.0,facebook,12,en,api,other,linked,iOS,Mac Desktop,Safari,US
fbqwkdqjkf,2014-03-17:00:00:00,2014-03-17:17:54:04,2014-05-26:00:00:00,FEMALE,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,other
ql80ptm9nq,2014-03-17:00:00:00,2014-03-17:18:11:00,2014-03-17:00:00:00,MALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
zd859roov7,2014-03-17:00:00:00,2014-03-17:18:13:10,2014-03-17:00:00:00,MALE,43.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,IT
iyu67t8qyr,2014-03-17:00:00:00,2014-03-17:19:15:42,2014-06-14:00:00:00,MALE,37.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
vmk371fuzk,2014-03-17:00:00:00,2014-03-17:21:22:37,2014-03-17:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,IT
kuk0fticun,2014-03-17:00:00:00,2014-03-17:21:26:30,2014-04-06:00:00:00,MALE,27.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
8jntiimwto,2014-03-17:00:00:00,2014-03-17:21:48:09,2014-03-25:00:00:00,MALE,25.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
hn7rk6vke5,2014-03-17:00:00:00,2014-03-17:21:50:07,2014-03-18:00:00:00,FEMALE,23.0,basic,0,en,direct,direct,product,Web,Windows Desktop,Chrome,US
scma9l465f,2014-03-17:00:00:00,2014-03-17:22:33:43,2014-03-23:00:00:00,MALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
cpcglfiq5o,2014-03-17:00:00:00,2014-03-17:22:37:20,2014-03-20:00:00:00,FEMALE,27.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
59km5b2czk,2014-03-17:00:00:00,2014-03-17:23:16:25,2014-03-21:00:00:00,FEMALE,30.0,basic,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,ES
jhb268c52u,2014-03-17:00:00:00,2014-03-17:23:28:42,2014-04-13:00:00:00,FEMALE,27.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,IT
uixpm7j6zi,2014-03-17:00:00:00,2014-03-17:23:29:32,2014-04-16:00:00:00,MALE,31.0,facebook,12,en,api,other,omg,iOS,Mac Desktop,Chrome,FR
3yqog1bbqw,2014-03-17:00:00:00,2014-03-17:23:30:54,2014-03-18:00:00:00,MALE,50.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
ez5hbluzx6,2014-03-18:00:00:00,2014-03-18:00:04:26,2014-03-30:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
uta0r92kqg,2014-03-18:00:00:00,2014-03-18:00:21:37,2014-03-27:00:00:00,MALE,36.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
n0lzkinu85,2014-03-18:00:00:00,2014-03-18:01:58:03,2014-03-18:00:00:00,FEMALE,62.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Safari,US
xlo4d1ki0e,2014-03-18:00:00:00,2014-03-18:02:00:40,2014-04-27:00:00:00,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,iPad,Mobile Safari,US
k2f0x3l9th,2014-03-18:00:00:00,2014-03-18:02:12:42,2014-03-18:00:00:00,FEMALE,24.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
14miolir6s,2014-03-18:00:00:00,2014-03-18:03:08:12,2014-03-18:00:00:00,MALE,44.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,other
7rft2sgvu3,2014-03-18:00:00:00,2014-03-18:04:14:38,2014-05-27:00:00:00,FEMALE,49.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
9hdt3nnjgy,2014-03-18:00:00:00,2014-03-18:04:18:15,2014-03-31:00:00:00,FEMALE,33.0,basic,0,en,sem-brand,bing,omg,Web,Windows Desktop,IE,other
qbxcsb7sex,2014-03-18:00:00:00,2014-03-18:05:21:55,2014-03-18:00:00:00,FEMALE,29.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
r66b9cju3c,2014-03-18:00:00:00,2014-03-18:06:37:46,2014-03-19:00:00:00,MALE,24.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,other
afoglotk98,2014-03-18:00:00:00,2014-03-18:07:42:41,2014-03-19:00:00:00,MALE,30.0,basic,0,en,direct,direct,product,Web,iPhone,Mobile Safari,US
3q21swuxax,2014-03-18:00:00:00,2014-03-18:08:00:35,2014-03-19:00:00:00,FEMALE,25.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,other
rwktsu3ga9,2014-03-18:00:00:00,2014-03-18:09:02:20,2014-03-18:00:00:00,MALE,25.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,other
kwdqo820pl,2014-03-18:00:00:00,2014-03-18:09:45:03,2014-03-18:00:00:00,FEMALE,33.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,other
48yhxct5nx,2014-03-18:00:00:00,2014-03-18:15:15:56,2014-03-18:00:00:00,MALE,51.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
ngmtgl43wj,2014-03-18:00:00:00,2014-03-18:15:20:46,2014-03-19:00:00:00,MALE,36.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,other
f429w139li,2014-03-18:00:00:00,2014-03-18:17:01:21,2014-04-16:00:00:00,FEMALE,30.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
arxmyt8l5t,2014-03-18:00:00:00,2014-03-18:17:40:38,2014-03-25:00:00:00,FEMALE,24.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
qa3m9pu45w,2014-03-18:00:00:00,2014-03-18:18:04:40,2014-03-19:00:00:00,FEMALE,28.0,basic,0,en,other,padmapper,tracked-other,Web,Windows Desktop,Chrome,US
wea9llzk4s,2014-03-18:00:00:00,2014-03-18:18:12:07,2014-03-18:00:00:00,OTHER,47.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
js8sqws5rv,2014-03-18:00:00:00,2014-03-18:18:20:28,2014-03-21:00:00:00,FEMALE,45.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
9hwrin6mid,2014-03-18:00:00:00,2014-03-18:18:48:59,2014-03-23:00:00:00,FEMALE,31.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,DE
zofzx74cm6,2014-03-18:00:00:00,2014-03-18:18:56:33,2014-03-22:00:00:00,MALE,28.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
6h329vp0ti,2014-03-18:00:00:00,2014-03-18:20:09:29,2014-03-18:00:00:00,MALE,36.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
fdum0i5pxd,2014-03-18:00:00:00,2014-03-18:21:03:57,2014-03-19:00:00:00,FEMALE,33.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Firefox,US
qqsx7qdpad,2014-03-18:00:00:00,2014-03-18:21:18:48,2014-03-19:00:00:00,FEMALE,34.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT
mawp22eo0b,2014-03-18:00:00:00,2014-03-18:21:38:11,2014-03-22:00:00:00,FEMALE,29.0,basic,0,en,remarketing,google,linked,Web,Mac Desktop,Safari,US
urjoz1d4r8,2014-03-18:00:00:00,2014-03-18:21:52:41,2014-04-17:00:00:00,FEMALE,39.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
99xfermpc4,2014-03-18:00:00:00,2014-03-18:21:57:15,2014-03-22:00:00:00,MALE,44.0,basic,0,en,seo,bing,linked,Web,Windows Desktop,Chrome,US
ovvu2hwyr7,2014-03-18:00:00:00,2014-03-18:22:04:43,2014-03-24:00:00:00,FEMALE,31.0,facebook,0,en,other,other,linked,Web,Mac Desktop,Safari,US
6wwzwo1yqp,2014-03-18:00:00:00,2014-03-18:22:22:30,2014-03-19:00:00:00,FEMALE,43.0,facebook,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,US
m3pdtbvsck,2014-03-18:00:00:00,2014-03-18:22:37:54,2014-03-24:00:00:00,FEMALE,62.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,US
8r6putdoba,2014-03-18:00:00:00,2014-03-18:22:47:50,2014-03-19:00:00:00,FEMALE,26.0,basic,0,zh,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
2gz3l1qo3r,2014-03-18:00:00:00,2014-03-18:23:06:53,2014-04-22:00:00:00,FEMALE,25.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,CA
znjzfghbc8,2014-03-18:00:00:00,2014-03-18:23:46:10,2014-03-19:00:00:00,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
i83mkqf14i,2014-03-18:00:00:00,2014-03-18:23:55:22,2014-06-17:00:00:00,FEMALE,28.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,other
4qnnw84x1o,2014-03-19:00:00:00,2014-03-19:00:21:30,2014-03-28:00:00:00,FEMALE,35.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US
79054bypzv,2014-03-19:00:00:00,2014-03-19:00:42:29,2014-03-20:00:00:00,MALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,US
tz23ix9zfp,2014-03-19:00:00:00,2014-03-19:01:01:07,2014-03-19:00:00:00,FEMALE,27.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
g7cyqpue88,2014-03-19:00:00:00,2014-03-19:01:09:00,2014-04-25:00:00:00,FEMALE,42.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
9f3lz4b7xe,2014-03-19:00:00:00,2014-03-19:02:23:19,2014-03-19:00:00:00,FEMALE,24.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
17lg6ksjc5,2014-03-19:00:00:00,2014-03-19:02:51:27,2014-03-23:00:00:00,FEMALE,45.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
rlkxedo5qp,2014-03-19:00:00:00,2014-03-19:02:52:50,2014-03-19:00:00:00,MALE,29.0,basic,25,en,direct,direct,product,iOS,iPhone,Mobile Safari,US
r7q5wq3zt9,2014-03-19:00:00:00,2014-03-19:02:54:01,2014-03-19:00:00:00,MALE,30.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
nnkihx7fn1,2014-03-19:00:00:00,2014-03-19:04:10:10,2014-03-25:00:00:00,FEMALE,42.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,US
gaebsf5xbo,2014-03-19:00:00:00,2014-03-19:04:17:37,2014-03-25:00:00:00,FEMALE,29.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR
mqtsis395r,2014-03-19:00:00:00,2014-03-19:04:52:09,2014-04-11:00:00:00,FEMALE,21.0,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,US
g71det8jcg,2014-03-19:00:00:00,2014-03-19:05:03:43,2014-03-19:00:00:00,FEMALE,27.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,AU
60mj5d5k11,2014-03-19:00:00:00,2014-03-19:05:08:32,2014-03-19:00:00:00,MALE,31.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,ES
t40rbr0l3j,2014-03-19:00:00:00,2014-03-19:06:09:12,2014-03-19:00:00:00,MALE,26.0,basic,0,en,sem-brand,google,tracked-other,Web,Mac Desktop,Safari,US
r16vlvr948,2014-03-19:00:00:00,2014-03-19:07:12:09,2014-03-26:00:00:00,MALE,30.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
fmdx3dilj1,2014-03-19:00:00:00,2014-03-19:07:54:08,2014-03-21:00:00:00,FEMALE,41.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,US
tel00275fd,2014-03-19:00:00:00,2014-03-19:07:58:21,2014-03-19:00:00:00,FEMALE,33.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
flx7fowrzn,2014-03-19:00:00:00,2014-03-19:08:15:32,2014-03-19:00:00:00,MALE,27.0,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Firefox,US
wihryuc9or,2014-03-19:00:00:00,2014-03-19:08:59:07,2014-04-01:00:00:00,MALE,30.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Chrome,US
1oumzlflws,2014-03-19:00:00:00,2014-03-19:09:30:45,2014-03-19:00:00:00,FEMALE,34.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,US
492h71q62q,2014-03-19:00:00:00,2014-03-19:12:44:22,2014-03-23:00:00:00,MALE,32.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,NL
yw9k1qjzjn,2014-03-19:00:00:00,2014-03-19:13:47:38,2014-03-23:00:00:00,FEMALE,41.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
ca79hnx4zb,2014-03-19:00:00:00,2014-03-19:15:08:28,2014-05-23:00:00:00,FEMALE,36.0,facebook,0,en,sem-brand,google,tracked-other,Web,Windows Desktop,Chrome,US
v91q04f24u,2014-03-19:00:00:00,2014-03-19:15:23:45,2014-03-19:00:00:00,MALE,24.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,ES
wm0u59cr3s,2014-03-19:00:00:00,2014-03-19:16:12:55,2014-03-19:00:00:00,FEMALE,57.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
cpu9s1idjm,2014-03-19:00:00:00,2014-03-19:17:13:28,2014-03-19:00:00:00,FEMALE,28.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,US
f8rd2juxdr,2014-03-19:00:00:00,2014-03-19:19:01:24,2014-03-19:00:00:00,MALE,22.0,basic,0,en,seo,bing,linked,Web,Mac Desktop,Chrome,ES
164sdjaddh,2014-03-19:00:00:00,2014-03-19:20:25:05,2014-03-31:00:00:00,MALE,29.0,facebook,0,en,remarketing,google,omg,Web,Mac Desktop,Chrome,US
gli0wze8h0,2014-03-19:00:00:00,2014-03-19:20:41:40,2014-03-19:00:00:00,FEMALE,47.0,basic,0,en,sem-non-brand,bing,omg,Web,Mac Desktop,Safari,US
cixkmskrn2,2014-03-19:00:00:00,2014-03-19:21:26:30,2014-04-30:00:00:00,MALE,31.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,DE
q1mguyn4dd,2014-03-19:00:00:00,2014-03-19:22:10:04,2014-03-23:00:00:00,MALE,43.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
pbeewy1hgi,2014-03-19:00:00:00,2014-03-19:22:36:43,2014-03-19:00:00:00,FEMALE,46.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,FR
1thc1lajci,2014-03-19:00:00:00,2014-03-19:23:03:32,2014-03-20:00:00:00,FEMALE,20.0,facebook,12,en,api,other,omg,iOS,Mac Desktop,Safari,US
8gaw8qdk9e,2014-03-19:00:00:00,2014-03-19:23:05:40,2014-03-31:00:00:00,FEMALE,28.0,facebook,0,en,seo,google,linked,Web,Mac Desktop,Chrome,US
gmtiyybgjm,2014-03-19:00:00:00,2014-03-19:23:06:07,2014-03-22:00:00:00,FEMALE,36.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR
fahmpryfk3,2014-03-20:00:00:00,2014-03-20:00:55:40,2014-03-22:00:00:00,MALE,27.0,basic,0,en,seo,google,linked,Web,Windows Desktop,Chrome,other
khznzxhgto,2014-03-20:00:00:00,2014-03-20:00:59:25,2014-03-26:00:00:00,MALE,22.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Firefox,other
ga8g4zbd7o,2014-03-20:00:00:00,2014-03-20:02:05:59,2014-03-20:00:00:00,FEMALE,22.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
bcuryz5of9,2014-03-20:00:00:00,2014-03-20:02:09:05,2014-03-20:00:00:00,MALE,25.0,facebook,0,ko,sem-brand,google,omg,Web,Windows Desktop,IE,US
xe4izm9yb3,2014-03-20:00:00:00,2014-03-20:03:29:45,2014-04-02:00:00:00,FEMALE,32.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
x84xofb8hj,2014-03-20:00:00:00,2014-03-20:04:31:45,2014-04-01:00:00:00,MALE,26.0,facebook,12,en,api,other,linked,iOS,Mac Desktop,Chrome,US
y2dxyzyzqy,2014-03-20:00:00:00,2014-03-20:04:39:26,2014-04-17:00:00:00,FEMALE,41.0,facebook,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,US
kyf5tknore,2014-03-20:00:00:00,2014-03-20:04:58:25,2014-03-28:00:00:00,FEMALE,38.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,IT
x43dyoilde,2014-03-20:00:00:00,2014-03-20:05:08:27,2014-03-22:00:00:00,FEMALE,24.0,facebook,0,en,direct,direct,tracked-other,Web,Mac Desktop,Safari,US
1p1jn4756r,2014-03-20:00:00:00,2014-03-20:05:17:55,2014-05-20:00:00:00,FEMALE,27.0,basic,25,en,direct,direct,linked,iOS,Mac Desktop,Chrome,US
2ez4dbftx7,2014-03-20:00:00:00,2014-03-20:05:40:40,2014-03-20:00:00:00,MALE,26.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
cmp78pd3m3,2014-03-20:00:00:00,2014-03-20:06:38:55,2014-03-20:00:00:00,MALE,32.0,basic,0,en,sem-non-brand,google,linked,Web,Windows Desktop,Chrome,US
pttf8j20v8,2014-03-20:00:00:00,2014-03-20:06:56:14,2014-03-20:00:00:00,FEMALE,29.0,facebook,12,en,api,other,linked,iOS,Mac Desktop,Chrome,US
5xus7zhwst,2014-03-20:00:00:00,2014-03-20:06:57:47,2014-03-20:00:00:00,FEMALE,27.0,basic,0,en,direct,direct,tracked-other,Web,Windows Desktop,Chrome,US
mewbjat275,2014-03-20:00:00:00,2014-03-20:07:54:52,2014-05-28:00:00:00,MALE,33.0,basic,0,en,sem-brand,google,tracked-other,Web,Windows Desktop,Chrome,US
xh7o4yiv1p,2014-03-20:00:00:00,2014-03-20:08:01:06,2014-03-21:00:00:00,FEMALE,26.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
gsy4ee1sv2,2014-03-20:00:00:00,2014-03-20:10:09:42,2014-04-14:00:00:00,FEMALE,39.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
9kvpoozg5k,2014-03-20:00:00:00,2014-03-20:14:38:46,2014-03-24:00:00:00,MALE,29.0,facebook,0,en,sem-brand,google,linked,Web,Windows Desktop,Firefox,US
qjl1w5dks0,2014-03-20:00:00:00,2014-03-20:15:33:31,2014-03-25:00:00:00,FEMALE,23.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,US
v6iz9ytdlt,2014-03-20:00:00:00,2014-03-20:15:56:17,2014-05-27:00:00:00,MALE,71.0,basic,0,en,remarketing,google,omg,Web,Windows Desktop,Firefox,DE
hg9krcm27n,2014-03-20:00:00:00,2014-03-20:16:49:18,2014-03-23:00:00:00,MALE,73.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,other
zhatw6g6rt,2014-03-20:00:00:00,2014-03-20:16:55:36,2014-03-21:00:00:00,MALE,29.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,US
esekas0b1l,2014-03-20:00:00:00,2014-03-20:16:59:12,2014-03-20:00:00:00,FEMALE,26.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,US
ta8jc7eokz,2014-03-20:00:00:00,2014-03-20:17:51:44,2014-03-27:00:00:00,FEMALE,30.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,GB
fg7srk6v86,2014-03-20:00:00:00,2014-03-20:17:54:26,2014-06-27:00:00:00,MALE,36.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,US
70edobkxb9,2014-03-20:00:00:00,2014-03-20:18:02:08,2014-03-21:00:00:00,MALE,34.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
ba3zbgbah8,2014-03-20:00:00:00,2014-03-20:18:15:39,2014-03-20:00:00:00,MALE,24.0,basic,0,en,direct,direct,omg,Web,Mac Desktop,Chrome,other
0gbnxc2cut,2014-03-20:00:00:00,2014-03-20:18:45:14,2014-03-26:00:00:00,FEMALE,35.0,facebook,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,US
kauo6n0hz2,2014-03-20:00:00:00,2014-03-20:19:35:10,2014-03-24:00:00:00,FEMALE,24.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
5wtjq68ia4,2014-03-20:00:00:00,2014-03-20:19:38:33,2014-03-20:00:00:00,FEMALE,63.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,US
ztpj9r0o47,2014-03-20:00:00:00,2014-03-20:20:26:09,2014-03-23:00:00:00,FEMALE,43.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,US
wf03aibmc9,2014-03-20:00:00:00,2014-03-20:20:29:33,2014-06-06:00:00:00,FEMALE,24.0,basic,24,en,direct,direct,omg,Moweb,Mac Desktop,Chrome,US
grfsq09hgf,2014-03-20:00:00:00,2014-03-20:21:54:31,2014-03-20:00:00:00,FEMALE,30.0,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,ES
e95bsxvtyu,2014-03-20:00:00:00,2014-03-20:22:03:50,2014-03-21:00:00:00,FEMALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,FR
rf8fkk9bec,2014-03-20:00:00:00,2014-03-20:22:34:55,2014-04-10:00:00:00,MALE,34.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,US
3gbdchjh2c,2014-03-20:00:00:00,2014-03-20:23:13:12,2014-03-20:00:00:00,FEMALE,57.0,basic,0,en,seo,bing,omg,Web,Windows Desktop,IE,US
majrfdi5h1,2014-03-20:00:00:00,2014-03-20:23:35:37,2014-03-31:00:00:00,MALE,29.0,facebook,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,other
vxxrmmwbbx,2014-03-21:00:00:00,2014-03-21:00:23:15,2014-03-24:00:00:00,FEMALE,36.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,US
wd9dyyvqyk,2014-03-21:00:00:00,2014-03-21:01:02:28,2014-03-21:00:00:00,MALE,28.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,US
